name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Department of the Treasury,Retail Securities Services (RSS),2011,2012,628,0.278,0.36,0.278,0.277,,,,,,,,,
Department of the Treasury,Financial Management Line of Business,2011,2011,-103,1.236,0,1.236,1.236,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2011,2013,752,3.958765,2.2,3.958765,3.871752,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2011,2013,840,9.983151,1.37,9.983151,9.846171,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2011,2012,690,2.255253,0.25,2.255253,2.249534,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2011,2013,871,2.094166,3.11,2.094166,2.028973,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2012,2012,269,3.281694,0,3.281694,3.281694,,,,,,,,,
Department of the Treasury,Information Reporting and Document Matching (IRDM),2011,2013,780,5.171101,2.66,5.171101,5.033383,,,,,,,,,
Department of the Treasury,BPD End User Systems and Services,2011,2012,628,1.45,-1.3,1.45,1.468854,,,,,,,,,
Department of the Treasury,BPD Telecommunications Systems and Support ,2011,2012,628,0.5,-5.04,0.5,0.52522,,,,,,,,,
Department of the Treasury,BPD Mainframe and Servers Support and Services,2011,2012,628,2.074,2.21,2.074,2.0281,,,,,,,,,
Department of the Treasury,BPD Mainframe and Servers Support and Services,2011,2012,628,5.102,2.32,5.102,4.98369,,,,,,,,,
Department of the Treasury,IRS Main Frames and Servers Services and Support (MSSS),2011,2012,574,6.028282,0,6.028282,6.028282,,,,,,,,,
Department of the Treasury,IRS Main Frames and Servers Services and Support (MSSS),2011,2012,174,3.812,0,3.812,3.812,,,,,,,,,
Department of the Treasury,IRS End User Systems and Services (EUSS),2011,2014,1064,2.808971,0,2.724763,2.724763,,,,,,,,,
Department of the Treasury,IRS Telecommunications Systems and Support (TSS),2009,2016,2223,22,0,22,22,,,,,,,,,
Department of the Treasury,IRS Telecommunications Systems and Support (TSS),2011,2013,727,5.6,0,5.6,5.6,,,,,,,,,
Department of the Treasury,IRS Telecommunications Systems and Support (TSS),2010,2015,2088,100,0,4.75,4.75,,,,,,,,,
Department of the Treasury,IT Infrastructure End User Services and Support (EUSS),2012,2012,135,0.04,0,0.04,0.04,,,,,,,,,
Department of the Treasury,IT Infrastructure End User Services and Support (EUSS),2011,2012,141,0.04,0,0.04,0.04,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2012,2013,335,6.823,0,6.822,6.822,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2013,1003,2.619056,-11.86,2.39921,2.683797,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2012,400,1.0143,-9.04,1.0143,1.105994,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2013,906,4.1196,10.74,4.1196,3.677351,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2013,827,3.19865,-3.75,3.05609,3.170562,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2013,995,1.3799,16.03,0.7413,0.622481,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2011,235,0.0010,-1168.1,0.0010,0.012681,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2012,578,0.8347,22.19,0.8347,0.649473,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2013,855,2.4432,21.8,1.9763,1.545542,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2014,1289,2.423,2.01,2.37514,2.327292,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2011,2012,520,7.13166,0.87,7.07166,7.00998,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2012,2013,626,0.334,0,0.334,0.334,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2012,2013,475,0.492,0,0.492,0.492,,,,,,,,,
Department of the Treasury,Central Accounting and Reporting System,2012,2013,322,0.638,0,0.638,0.638,,,,,,,,,
Department of the Treasury,Foreign Account Tax Compliance Act (FATCA),2011,2013,559,14.43,0,11.8153,11.815318,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2010,2011,627,46.36025,2.82,46.36025,45.05214,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,2.82,1.56,2.81942,2.77549,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,307,18.4,-2.61,18.4,18.88,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,6,0,6,6,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,8.75,0,8.75,8.75,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,9,0,9,9,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2011,355,6.15,0,6.15,6.15,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2012,2012,272,19.1,-27.62,19.1,24.375,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2012,2012,266,11,0,11,11,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,0.36,0.58,0.36,0.35792,,,,,,,,,
Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,2011,2012,628,0.2,1.9,0.2,0.1962,,,,,,,,,
Social Security Administration,DDS Automation,2010,2011,627,49.90049,0.71,49.90049,49.54768,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,7.88095,13.3,7.88095,6.83317,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,8.82243,-0.4,8.82243,8.85805,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,2.82354,20.03,2.82344,2.25784,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,0.73526,15.98,0.73526,0.6178,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,1.07094,0.01,1.07094,1.07088,,,,,,,,,
Social Security Administration,DDS Automation,2011,2012,569,0.19621,0,0.1962,0.1962,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2010,2011,627,11.987903,1.57,11.987903,11.799866,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2011,2012,339,6.158,0,6.158,6.158,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2011,2012,628,3.6262,0,3.6262,3.6262,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2011,2012,628,3.205,1.22,3.204929,3.165968,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2011,2012,628,0.27222,0,0.27222,0.27222,,,,,,,,,
Social Security Administration,Financial Accounting System-FACTS,2011,2012,628,0.444572,0,0.444572,0.444572,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2010,2011,627,83.47,-1.79,83.47,84.96097,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2011,2012,628,21.06311,0.69,21.06311,20.91809,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2011,2012,628,43.02655,2.77,43.02655,41.83654,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2011,2012,628,0.68405,-15.65,0.68404,0.79109,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2011,2012,569,0.1254,0,0.1254,0.1254,,,,,,,,,
Social Security Administration,Telephone Systems Replacement Project-TSRP,2011,2012,569,2.18316,0,2.18316,2.18316,,,,,,,,,
Social Security Administration,Title II,2010,2011,627,11.16399,14.38,3.07504,2.633,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,3.264985,-90.57,3.264983,6.22214,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,3.92223,27.72,3.7393,2.70273,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,5.891714,-5.74,5.8915,6.22975,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,1.543056,36.12,1.54303,0.98563,,,,,,,,,
Social Security Administration,Title II,2011,2012,342,1.342797,-0.35,1.264753,1.26915,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,2.67,-0.24,2.66,2.66648,,,,,,,,,
Social Security Administration,Title II,2011,2012,628,0.2,1.89,0.2,0.19622,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,597,8.79326,18,8.793105,7.21041,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,1.62046,29.61,1.62045,1.14068,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,3.60799,51.81,3.60798,1.73856,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.15956,-155.93,0.15956,0.40836,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.09246,-38.18,0.09246,0.12776,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.86999,-104.81,0.8699,1.78165,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.20088,-75.41,0.20088,0.35236,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.56553,66.84,0.56553,0.18752,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,2.71299,8.33,2.71298,2.4869,,,,,,,,,
Social Security Administration,Online Claims,2011,2012,569,0.19621,4.9,0.1962,0.18658,,,,,,,,,
Social Security Administration,Infrastructure - Data Center,2011,2012,569,22.5109,0,22.5109,22.5109,,,,,,,,,
Social Security Administration,Infrastructure - Data Center,2011,2012,569,1.07542,0,1.07542,1.07542,,,,,,,,,
Social Security Administration,Infrastructure - Office Automation,2010,2011,627,27.83324,-88.23,27.83324,52.38916,,,,,,,,,
Social Security Administration,Infrastructure - Office Automation,2011,2012,628,26.15708,-1.75,26.15707,26.61484,,,,,,,,,
Social Security Administration,Infrastructure - Office Automation,2011,2012,628,57.38801,-2.92,57.388,59.06619,,,,,,,,,
Social Security Administration,Infrastructure - Office Automation,2011,2012,569,5.31502,0,5.31502,5.31502,,,,,,,,,
Social Security Administration,Infrastructure - Office Automation,2011,2012,569,14.7255,0,14.7255,14.7255,,,,,,,,,
Social Security Administration,Infrastructure - Telecommunications,2011,2012,628,6.52776,-4.17,6.52776,6.79969,,,,,,,,,
Social Security Administration,Infrastructure - Telecommunications,2011,2012,569,2.4632,0.03,2.4632,2.4625,,,,,,,,,
Social Security Administration,Infrastructure - Telecommunications,2011,2012,569,0.32039,0,0.32038,0.32038,,,,,,,,,
Social Security Administration,Intelligent Disability,2010,2011,627,57.95503,-1.41,57.95503,58.77116,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,3.91449,5.3,3.91448,3.70696,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,1.96007,3.21,1.96007,1.89719,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,533,6.21477,-2.64,6.21476,6.37898,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,414,3.1889,2.15,3.1889,3.12031,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,327,1.84942,-11.31,1.84942,2.05864,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,2.21028,-6.97,2.21028,2.36443,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,6.03273,-12.4,6.03272,6.78073,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,1.21159,-50.4,1.21158,1.82225,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,15.5956,10.71,15.59558,13.92542,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,4.82371,-13.52,4.82371,5.47589,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,3.94428,2.77,3.94427,3.83492,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,0.88565,28.22,0.88565,0.63572,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,3.25371,-73.51,3.2537,5.6456,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,2.83036,4.47,2.83036,2.70398,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,7.56148,0,7.56148,7.56146,,,,,,,,,
Social Security Administration,Intelligent Disability,2011,2012,569,4.04585,0,4.04584,4.04582,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2010,2011,627,36.76052,-1.06,36.76052,37.15096,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2011,2012,628,8.06585,-12.82,8.06585,9.09982,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2011,2012,628,56.02087,6.08,56.02087,52.61418,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2011,2012,628,18.23801,-3.9,18.238,18.94868,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2011,2012,628,1.40266,0,1.40265,1.40265,,,,,,,,,
Social Security Administration,Disability Case Processing System-DCPS,2011,2012,628,0.19621,0,0.1962,0.1962,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2010,2011,627,14.58129,-0.39,14.58129,14.63774,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2011,2012,628,0.438008,-0.15,0.438008,0.43866,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2011,2012,628,2.668281,0,2.327479,2.327473,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2011,2012,628,9.514157,0,9.514157,9.514158,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2011,2012,628,0.08027,0,0.08027,0.080272,,,,,,,,,
Social Security Administration,Interactive Video Teletraining-IVT,2011,2012,628,0.444572,0,0.444572,0.444572,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2010,2011,627,16.85505,3.14,16.85505,16.32657,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.15717,68.15,0.15716,0.05005,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.22158,-6.02,0.22157,0.23491,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.03865,1.39,0.03244,0.03199,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.34995,-39.26,0.34995,0.48733,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,6.11745,-13.31,6.11745,6.93153,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.12883,9.42,0.12882,0.11668,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,628,0.42115,22.37,0.41253,0.32026,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,569,1.30514,0,1.30514,1.30514,,,,,,,,,
Social Security Administration,Medicare Support Activities (Medicare Modernization Act),2011,2012,569,0.19621,0,0.1962,0.1962,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,7.96019,19.36,7.960176,6.41894,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,0.86548,3.38,0.86546,0.83618,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,3.957611,28.73,3.799154,2.70754,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,5.794373,0.5,5.794372,5.76524,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,3.10609,-0.04,3.10609,3.10728,,,,,,,,,
Social Security Administration,Earnings Redesign,2011,2012,569,0.203546,0,0.203546,0.203543,,,,,,,,,
Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),2011,2011,266,5.610005,-0.24,5.610005,5.623277,,,,,,,,,
Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),2011,2012,628,0.982165,11.93,0.982165,0.86501,,,,,,,,,
Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),2011,2012,628,26.32566,25.03,26.32566,19.73627,,,,,,,,,
Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),2011,2012,628,0.159365,0,0.159365,0.159366,,,,,,,,,
Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),2011,2012,628,0.817118,0,0.817118,0.817118,,,,,,,,,
Department of Education,Integrated Partner Management (IPM),2012,2012,196,4.528542,0,4.528,4.528,,,,,,,,,
Department of Education,Integrated Partner Management (IPM),2011,2012,628,8.862,0,8.862,8.862,,,,,,,,,
Department of Education,Budget Formulation and Execution Line of Business (BFE),2011,2012,569,1.145,-0.2,1.145,1.147269,,,,,,,,,
Department of Education,Integrated Support Service (ISS),2012,2012,123,0.5,29.8,0.5,0.351,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2011,2012,602,1.34141,0.18,0.772212,0.770844,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2011,2012,694,0.667546,1.47,0.509041,0.501553,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2011,2012,599,0.348112,0.74,0.318338,0.315985,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2012,2013,602,1.381652,0,0.584403,0.584403,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2012,2012,267,0.040534,0,0.040479,0.040479,,,,,,,,,
Department of Education,Integrated Postsecondary Education Data System (IPEDS),2012,2013,694,0.687572,0,0.159173,0.159173,,,,,,,,,
Department of Education,Federal Student Aid Financial Management System (FSA FMS),2010,2011,689,6.655,1.31,6.655,6.568,,,,,,,,,
Department of Education,Federal Student Aid Financial Management System (FSA FMS),2011,2012,461,1.834,0,1.834,1.834,,,,,,,,,
Department of Education,G5 - Grants Management (G5),2011,2013,871,0.098006,0,0.098006,0.098006,,,,,,,,,
Department of Education,G5 - Grants Management (G5),2011,2012,628,0.0090,0,0.0090,0.0090,,,,,,,,,
Department of Education,Education Resources Information Center (ERIC),2011,2012,628,0.27,37.04,0.27,0.17,,,,,,,,,
Department of Education,Education Resources Information Center (ERIC),2011,2012,628,0.971,-1164.26,0.971,12.276,,,,,,,,,
Department of Education,ED Web,2009,2013,1723,4.460662,0,3.30144,3.30144,,,,,,,,,
Department of Education,ED Web,2009,2014,1825,8.943187,-12.98,1.521721,1.719277,,,,,,,,,
Department of Education,ED Web,2010,2013,1095,0.572452,-43.04,0.572452,0.818835,,,,,,,,,
Department of Education,Contracts and Purchasing Support System (CPSS),2011,2012,628,0.325712,0,0.325712,0.325712,,,,,,,,,
Department of Education,Contracts and Purchasing Support System (CPSS),2011,2012,628,4.885288,0,4.885288,4.885282,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,490,1.173,0,1.173,1.173,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,357,0.367,0.83,0.241,0.239,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,535,0.036,33.33,0.036,0.024,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,102,0.404,12.87,0.404,0.352,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,187,0.503,0,0.503,0.503,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2012,2013,258,1.3,0,1.3,1.3,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,600,2.03,-24.58,2.03,2.529,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2011,2012,278,0.051,54.9,0.051,0.023,,,,,,,,,
Department of Education,National Student Loan Database System (NSLDS),2012,2012,268,0.45,0,0.45,0.45,,,,,,,,,
Department of Education,Central Processing System (CPS),2011,2012,544,2.632703,4.16,2.632703,2.523179,,,,,,,,,
Department of Education,Central Processing System (CPS),2012,2013,544,2.292,-0.13,2.291992,2.294992,,,,,,,,,
Department of Education,Aid Data Mart (ADM) (formerly know as FPDM),2011,2011,21,136.24,0,0.136,0.136,,,,,,,,,
Department of Education,Aid Data Mart (ADM) (formerly know as FPDM),2012,2012,293,0.3,0,0.3,0.3,,,,,,,,,
Department of Education,eCampus Based System,2011,2012,454,1.93,3.6,1.93,1.86047,,,,,,,,,
Department of Education,eCampus Based System,2012,2012,272,1,0,1,1,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2011,2012,516,6.214,-0.02,6.214,6.215,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2011,2012,352,2.5,0,2.5,2.5,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2012,2013,361,6.466,0,6.466,6.466,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2012,2013,417,2.5,0,2.5,2.5,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2012,2012,107,5,0,5,5,,,,,,,,,
Department of Education,Common Origination and Disbursement (COD),2012,2012,239,9.5,0,9.5,9.5,,,,,,,,,
Department of Education,Security Operations Center (SOC),2012,2012,137,0.25,0,0.25,0.25,,,,,,,,,
Department of Education,Security Operations Center (SOC),2012,2012,4,0.1,-200,0.1,0.3,,,,,,,,,
Department of Education,Security Operations Center (SOC),2012,2013,374,0.65,0,0.65,0.65,,,,,,,,,
Department of Education,Trusted Internet Connection (TIC),2012,2012,46,0.1,0,0.1,0.1,,,,,,,,,
Department of Education,Trusted Internet Connection (TIC),2012,2013,386,1.4,68.93,1.4,0.435,,,,,,,,,
Department of Education,Information Assurance Enhancement/Cyber Watch,2011,2017,2394,23.237,0,1.127,1.127,,,,,,,,,
Department of Energy,CF iManage,2011,2011,-91,0.0060,22.67,0.0060,0.00464,,,,,,,,,
Department of Energy,CF iManage,2011,2012,356,0.0035,-2.2,0.0035,0.003577,,,,,,,,,
Department of Energy,CF iManage,2012,2012,240,0.0040,0,0.0040,0.0040,,,,,,,,,
Department of Energy,CF iManage,2012,2012,63,0.0080,0,0.0080,0.0080,,,,,,,,,
Department of Energy,CF iManage,2011,2012,332,0.6286,0,0.6286,0.6286,,,,,,,,,
Department of Energy,CF iManage,2011,2012,445,0.181,5.8,0.181,0.1705,,,,,,,,,
Department of Energy,CF iManage,2012,2012,269,0.141,1.42,0.141,0.139,,,,,,,,,
Department of Energy,CF iManage,2011,2012,319,0.24,0,0.24,0.24,,,,,,,,,
Department of Energy,CF iManage,2012,2012,180,0.08,26.88,0.08,0.0585,,,,,,,,,
Department of Energy,CF iManage,2011,2012,628,2.981459,-0.14,2.981,2.985068,,,,,,,,,
Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",2012,2012,365,1.5,0,1.5,1.5,,,,,,,,,
Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",2011,2012,628,44.690208,0,44.690208,44.690208,,,,,,,,,
Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",2012,2012,272,0.65,0,0.65,0.65,,,,,,,,,
Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",2011,2012,646,1.064,-0.73,1.064,1.071729,,,,,,,,,
Department of Energy,"Consolidated Infrastructure, Office Automation, and Telecommunications Program",2011,2012,120,0.805,0,0.805,0.805,,,,,,,,,
Department of Energy,EE State Grant Administration,2011,2012,628,0.36098,0,0.360978,0.360978,,,,,,,,,
Department of Energy,"EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)",2011,2012,628,0.257,0,0.257,0.257,,,,,,,,,
Department of Energy,"EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)",2011,2012,628,0.855,0,0.855,0.855,,,,,,,,,
Department of Energy,"EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)",2011,2012,628,1.163,0,1.163,1.163,,,,,,,,,
Department of Energy,"EM HQ Integrated Planning, Accountability, and Budgeting System Information System (IPABS-IS)",2011,2012,536,0.171,0,0.171,0.171,,,,,,,,,
Department of Energy,NNSA Enterprise Secure Network (ESN),2011,2012,628,14.2664,0,14.2664,14.2664,,,,,,,,,
Department of Energy,NNSA Y12 ERP,2011,2012,628,8.344,0,8.344,8.344,,,,,,,,,
Department of Energy,RL - BMS Site Wide Business Management System,2011,2012,422,0.05,40,0.05,0.03,,,,,,,,,
Department of Energy,RL - Records Management,2010,2012,993,0.125,0,0.125,0.125,,,,,,,,,
Department of Energy,RL - Records Management,2011,2012,628,0.0336,0,0.0336,0.0336,,,,,,,,,
Department of Energy,"SR Contractor Business/Financial and Administrative Systems, CB/FAS (SR Contractor Business and Administrative (CBA) Systems)",2011,2012,628,9.538389,-2.08,9.538388,9.737094,,,,,,,,,
Department of Energy,"SR Contractor Business/Financial and Administrative Systems, CB/FAS (SR Contractor Business and Administrative (CBA) Systems)",2011,2012,628,0.06,-0.01,0.06,0.060008,,,,,,,,,
Department of Energy,SR Mission Support Systems,2011,2012,628,32.389,4.72,32.38812,30.86037,,,,,,,,,
Department of Energy,SR Mission Support Systems,2011,2012,628,0.0688,0,0.0688,0.0688,,,,,,,,,
Department of Education,SR Mission Support Systems,2011,2012,628,4.70953,6.93,4.70953,4.383306,,,,,,,,,
Department of Energy,SR Mission Support Systems,2011,2012,628,0.208,2.05,0.208,0.203728,,,,,,,,,
Department of Energy,WAPA CSO Cost Recovery BIDSS II,2011,2013,844,3.466,-3.84,3.466,3.599,,,,,,,,,
Department of Energy,NETL Simulation-Based Engineering User Center (SBEUC),2010,2014,1497,23.263029,0.27,16.966566,16.92074,,,,,,,,,
Department of Energy,NNSA ASC ACES Cielo Platform,2012,2012,365,1.8,0,1.8,1.8,,,,,,,,,
Department of Energy,NNSA ASC ACES Cielo Platform,2011,2012,628,0.05,0,0.05,0.05,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2012,2012,2,0.0041,0,0.0041,0.0041,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2013,1055,1.47448,0,1.47448,1.47448,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2013,934,0.65507,0,0.65507,0.65507,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2013,931,0.2,0,0.2,0.2,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2012,628,0.248,0,0.248,0.248,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2012,628,0.05,2.69,0.05,0.048654,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2012,628,0.33,0,0.33,0.33,,,,,,,,,
Department of Energy,"Identity, Credential, and Access Management (ICAM)",2011,2012,628,0.02,0,0.02,0.02,,,,,,,,,
Environmental Protection Agency,CDX - Central Data Exchange,2011,2012,628,1.72,16.24,1.53,1.2816,,,,,,,,,
Environmental Protection Agency,CDX - Central Data Exchange,2011,2012,628,6.69,10.65,5.965,5.3296,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.2218,0,0.2218,0.2218,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.181,0,0.181,0.181,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,2.0681,0,2.0681,2.0681,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
